,name,price_now,price_before,sale,available,stats,image,link,site,category
162,"Corsair GPU water block, XG7 RGB",2149.0,,,1,"['30-SERIES', 'VENTUS', '(3090', '3080', 'Ti', '3080)']",komplett.no/img/p/800/1185156.jpg,komplett.no/product/1185156/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vannkjoeling/corsair-gpu-water-block-xg7-rgb?productList=notSet&position=163,komplett,vannkjoeling
163,"Corsair GPU water block, XG7 RGB",1999.0,,,2,"['30-SERIES', 'STRIX', '(3090', '3080', 'Ti', '3080', '3070', 'Ti', '3070)']",komplett.no/img/p/800/1185158.jpg,komplett.no/product/1185158/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vannkjoeling/corsair-gpu-water-block-xg7-rgb?productList=notSet&position=164,komplett,vannkjoeling
164,"Corsair GPU water block, XG7 RGB",2149.0,,,2,"['30-SERIES', '(3090', '3080', 'Ti', '3080)']",komplett.no/img/p/800/1185163.jpg,komplett.no/product/1185163/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vannkjoeling/corsair-gpu-water-block-xg7-rgb?productList=notSet&position=165,komplett,vannkjoeling
165,Corsair Hydro X XD5 RGB Pump,1849.0,,,1,"['Pump/Reservoir', 'Combo', 'RGB', 'sort']",komplett.no/img/p/800/1174678.jpg,komplett.no/product/1174678/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vannkjoeling/corsair-hydro-x-xd5-rgb-pump?productList=notSet&position=166,komplett,vannkjoeling
166,Be Quiet! Pure Wings 2 140mm PWM Vifte,139.0,,,24,"['Ni', 'luftstrømoptimaliserte', 'vifteblader', 'reduserer', 'støygenererende', 'turbulens']",komplett.no/img/p/800/1200221.jpg,komplett.no/product/1200221/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/be-quiet-pure-wings-2-140mm-pwm-vifte?productList=notSet&position=167,komplett,vannkjoeling
167,Corsair Hydro X Radiator XR7 360mm,1199.0,1399.0,True,0,"['360mm', 'radiator']",komplett.no/img/p/800/1129866.jpg,komplett.no/product/1129866/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vannkjoeling/corsair-hydro-x-radiator-xr7-360mm?productList=notSet&position=168,komplett,vannkjoeling
168,Corsair Hydro X Fitting Hardline (sort),149.0,299.0,True,0,"['XF', 'Hardline', 'Fittings', '4-Pack', 'kompatibel', 'med', '10/12mm', 'hardline', 'rør']",komplett.no/img/p/800/1129880.jpg,komplett.no/product/1129880/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vannkjoeling/corsair-hydro-x-fitting-hardline-sort?productList=notSet&position=169,komplett,vannkjoeling
169,Corsair Hydro X Fitting Softline,219.0,,,0,"['XF', 'Compression', '10/13mm', 'Fittings', '4-Pack', 'Black']",komplett.no/img/p/800/1129860.jpg,komplett.no/product/1129860/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vannkjoeling/corsair-hydro-x-fitting-softline?productList=notSet&position=170,komplett,vannkjoeling
170,Phanteks Universal Fan Controller,299.0,,,0,[],komplett.no/img/p/800/1141429.jpg,komplett.no/product/1141429/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/tilbehoer/phanteks-universal-fan-controller?productList=notSet&position=171,komplett,vannkjoeling
171,"Corsair ML140 PRO LED Blaa, 140mm Vifte",349.0,,,0,"['Magnetic', 'Levitation', 'Fan', '140x140x25mm', '400~2000', 'RPM', '20~97', 'CFM', '16-37dBA', '4-pin']",komplett.no/img/p/800/892444.jpg,komplett.no/product/892444/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/corsair-ml140-pro-led-blaa-140mm-vifte?productList=notSet&position=172,komplett,vannkjoeling
172,Corsair iCUE SP120 RGB ELITE 120mm Hvit Vifte,1590.0,,,0,"['Triple', 'Pack', '120mm', 'x', '25mm', '400', '–', '1500', '±10%', 'RPM', '28', 'dBA']",komplett.no/img/p/800/1189291.jpg,komplett.no/product/1189291/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/corsair-icue-sp120-rgb-elite-120mm-hvit-vifte?productList=notSet&position=173,komplett,vannkjoeling
173,Corsair iCUE ML120 LED ELITE Premium 120mm Magnetic Levitation Vifte,199.0,,,0,"['120mm', 'x', '25mm', '450', '–', '2000', 'RPM', '±10%', '10', '-', '30.4dBA', 'Hvit']",komplett.no/img/p/800/1201309.jpg,komplett.no/product/1201309/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/corsair-icue-ml120-led-elite-premium-120mm-magnetic-levitation-vifte?productList=notSet&position=174,komplett,vannkjoeling
174,Corsair Hydro X Series XL5 Performance Coolant 1L LIlla,349.0,,,0,"['Gjennomsiktig', 'lilla', 'kjøleveske', '1', 'liter']",komplett.no/img/p/800/1185164.jpg,komplett.no/product/1185164/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vannkjoeling/corsair-hydro-x-series-xl5-performance-coolant-1l-lilla?productList=notSet&position=175,komplett,vannkjoeling
175,Be Quiet! Pure Wings 2 120mm PWM Vifte,129.0,,,0,"['Ni', 'luftstrømoptimaliserte', 'vifteblader', 'reduserer', 'støygenererende', 'turbulens']",komplett.no/img/p/800/1200234.jpg,komplett.no/product/1200234/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/be-quiet-pure-wings-2-120mm-pwm-vifte?productList=notSet&position=176,komplett,vannkjoeling
176,Cooler Master MF200R RGB LED Vifte,249.0,,,0,"['RGB', 'LED', '200x', '200', 'x', '25mm', '850', '±', '150RPM', '90', 'CFM', '28', 'dBA', '3-Pin']",komplett.no/img/p/800/986906.jpg,komplett.no/product/986906/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/cooler-master-mf200r-rgb-led-vifte?productList=notSet&position=177,komplett,vannkjoeling
177,Corsair SP140 RGB PRO 140mm 2-pk,479.0,659.0,True,12,"['Lightning', 'Node', 'Pro', '2x', 'SP140']",komplett.no/img/p/800/1135646.jpg,komplett.no/product/1135646/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/corsair-sp140-rgb-pro-140mm-2-pk?productList=notSet&position=178,komplett,vannkjoeling
178,Noctua NA-SYC2 Sleeved Y-Cable,129.0,,,18,"['2x', 'Y-Cable/Splitter', '3-pin', 'Fans.', 'Lenght:', '115', 'mm']",komplett.no/img/p/800/816900.jpg,komplett.no/product/816900/datautstyr/pc-tilbehoer/kabler/datakabler/noctua-na-syc2-sleeved-y-cable?productList=notSet&position=179,komplett,vannkjoeling
179,Noctua NH-L9x65 CPU Kjoler,579.0,,,2,"['115x/2011/2011-3/2066', 'AM2/AM3', '600-2500', 'RPM', '575', 'm³/h', '~236', 'dBA']",komplett.no/img/p/800/890826.jpg,komplett.no/product/890826/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/cpu-luftkjoeling/noctua-nh-l9x65-cpu-kjoeler?productList=notSet&position=180,komplett,vannkjoeling
180,Cooler Master SickleFlow 120 ARGB 3 in 1,409.0,,,0,"['120x120x25mm', '650-1800', 'RPM', '±10%', '62', 'CFM', '8-27', 'dBA', '4-Pin', '(PWM)', 'ARGB', 'LED']",komplett.no/img/p/800/1154910.jpg,komplett.no/product/1154910/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/cooler-master-sickleflow-120-argb-3-in-1?productList=notSet&position=181,komplett,vannkjoeling
181,Cooler Master MasterAir MA620M,959.0,,,50,"['115x/2011/2011-3/2066', 'AM2/AM3/AM4', '650-2000', 'RPM', '57.3', 'CFM', '8', '-', '30', 'dBA']",komplett.no/img/p/800/1146650.jpg,komplett.no/product/1146650/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/cpu-luftkjoeling/cooler-master-masterair-ma620m?productList=notSet&position=182,komplett,vannkjoeling
182,Cooler Master MasterGel Pro v2,129.0,,,0,"['CPU', 'kjølepasta']",komplett.no/img/p/800/1154899.jpg,komplett.no/product/1154899/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/tilbehoer/cooler-master-mastergel-pro-v2?productList=notSet&position=183,komplett,vannkjoeling
183,Intel TS15A CPU Air Cooler,419.0,,,10,"['High', 'performance', 'air', 'cooler', 'for', 'Skylake', '130w', 'works', 'with', 'all', 'LGA115x']",komplett.no/img/p/800/850934.jpg,komplett.no/product/850934/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/cpu-luftkjoeling/intel-ts15a-cpu-air-cooler?productList=notSet&position=184,komplett,vannkjoeling
184,"Corsair ML120 PRO LED Rod, 120mm Vifte",229.0,299.0,True,3,"['Magnetic', 'Levitation', 'Fan', '120x120x25mm', '400~2000', 'RPM', '12~75', 'CFM', '16-37dBA', '4-pin']",komplett.no/img/p/800/892445.jpg,komplett.no/product/892445/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/corsair-ml120-pro-led-roed-120mm-vifte?productList=notSet&position=185,komplett,vannkjoeling
185,Cooler Master SickleFlow 120 ARGB,149.0,,,0,"['120x120x25mm', '650-1800', 'RPM', '±10%', '62', 'CFM', '8-27', 'dBA', '4-Pin', '(PWM)', 'ARGB', 'LED']",komplett.no/img/p/800/1154896.jpg,komplett.no/product/1154896/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/cooler-master-sickleflow-120-argb?productList=notSet&position=186,komplett,vannkjoeling
186,Fractal Design Dynamic GP-14 140mm Vifte,199.0,,,0,"['140', 'x', '140', 'x', '25', 'mm', '1000', 'RPM', '68.4', 'CFM', '18.9', 'dBA', '3-pin', 'Sort']",komplett.no/img/p/800/945144.jpg,komplett.no/product/945144/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/fractal-design-dynamic-gp-14-140mm-vifte?productList=notSet&position=187,komplett,vannkjoeling
187,Cooler Master Hyper TX3 Evo CPU Kjoler,349.0,,,50,"['1150/1151/1155/1156/1366', 'AM2(+)/AM3(+)/AM4/FM1/2', '800~2800RPM', '15~43', 'CFM', '17~30']",komplett.no/img/p/800/657094.jpg,komplett.no/product/657094/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/cpu-luftkjoeling/cooler-master-hyper-tx3-evo-cpu-kjoeler?productList=notSet&position=188,komplett,vannkjoeling
188,"Corsair GPU water block, XG7 RGB",999.0,1849.0,True,3,"['30-SERIES', '(3080', 'Ti', '3080', 'FE)']",komplett.no/img/p/800/1185159.jpg,komplett.no/product/1185159/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vannkjoeling/corsair-gpu-water-block-xg7-rgb?productList=notSet&position=189,komplett,vannkjoeling
