,name,price_now,price_before,sale,available,stats,image,link,site,category
201,Raspberry Pi 6mm wide angle lens,579.0,,,0,[],komplett.no/img/p/800/1160869.jpg,komplett.no/product/1160869/datautstyr/pc-komponenter/hovedkort/tilbehoer/raspberry-pi-6mm-wide-angle-lens?productList=notSet&position=202,komplett,hovedkort
202,BBC Micro:bit V2 Club (10pk),2629.0,,,0,[],komplett.no/img/p/800/1175338.jpg,komplett.no/product/1175338/datautstyr/pc-komponenter/hovedkort/integrert-cpu/bbc-microbit-v2-club-10pk?productList=notSet&position=203,komplett,hovedkort
203,Gigabyte B550 AORUS PRO V2 Hovedkort,2190.0,,,0,"['AM4', 'ATX', 'DDR4', 'Dual', 'M.2', 'PCIe', '4.0']",komplett.no/img/p/800/1175710.jpg,komplett.no/product/1175710/datautstyr/pc-komponenter/hovedkort/amd-socket/gigabyte-b550-aorus-pro-v2-hovedkort?productList=notSet&position=204,komplett,hovedkort
204,ASUS PRIME Z690-A Hovedkort,3249.0,,,0,"['LGA', '1700', 'ATX', 'DDR5', '1', 'x', 'PCIe', '5.0/4.0/3.0', 'x16', '4x', 'm.2', '4xUSB', '3.2']",komplett.no/img/p/800/1198172.jpg,komplett.no/product/1198172/datautstyr/pc-komponenter/hovedkort/intel-socket/asus-prime-z690-a-hovedkort?productList=notSet&position=205,komplett,hovedkort
205,ASUS ROG MAXIMUS Z690 EXTREME Hovedkort,13390.0,,,0,"['LGA', '1700', 'EATX', 'DDR5', '2', 'x', 'PCIe', '5.0', 'x16', '5x', 'm.2', '9xUSB', '3.2', 'WIFI', '6E', 'Bluetooth']",komplett.no/img/p/800/1198175.jpg,komplett.no/product/1198175/datautstyr/pc-komponenter/hovedkort/intel-socket/asus-rog-maximus-z690-extreme-hovedkort?productList=notSet&position=206,komplett,hovedkort
206,MSI MPG Z690 CARBON WIFI Hovedkort,4999.0,,,0,"['LGA', '1700', 'ATX', 'DDR5', '2', 'x', 'PCIe', '5.0', 'x16', '5x', 'm.2', '6xUSB', '3.2', 'WIFI', 'Bluetooth']",komplett.no/img/p/800/1200328.jpg,komplett.no/product/1200328/datautstyr/pc-komponenter/hovedkort/intel-socket/msi-mpg-z690-carbon-wifi-hovedkort?productList=notSet&position=207,komplett,hovedkort
207,MSI PRO Z690-P DDR4 Hovedkort,2199.0,,,0,"['LGA', '1700', 'ATX', 'DDR4', '1', 'x', 'PCIe', '5.0', 'x16', '2x', 'm.2', '8xUSB', '3.2']",komplett.no/img/p/800/1201053.jpg,komplett.no/product/1201053/datautstyr/pc-komponenter/hovedkort/intel-socket/msi-pro-z690-p-ddr4-hovedkort?productList=notSet&position=208,komplett,hovedkort
208,MSI MPG Z690 EDGE WIFI DDR4 Hovedkort,3599.0,,,0,"['LGA', '1700', 'ATX', 'DDR4', '1', 'x', 'PCIe', '5.0', 'x16', '4x', 'm.2', '6xUSB', '3.2', 'WIFI', 'Bluetooth']",komplett.no/img/p/800/1201054.jpg,komplett.no/product/1201054/datautstyr/pc-komponenter/hovedkort/intel-socket/msi-mpg-z690-edge-wifi-ddr4-hovedkort?productList=notSet&position=209,komplett,hovedkort
209,MSI PRO Z690-A WIFI DDR5 Hovedkort,2649.0,,,0,"['LGA', '1700', 'ATX', 'DDR5', '1', 'x', 'PCIe', '5.0', 'x16', '4x', 'm.2', '6xUSB', '3.2', 'WIFI', '6', 'Bluetooth', '5.2']",komplett.no/img/p/800/1202225.jpg,komplett.no/product/1202225/datautstyr/pc-komponenter/hovedkort/intel-socket/msi-pro-z690-a-wifi-ddr5-hovedkort?productList=notSet&position=210,komplett,hovedkort
210,MSI MPG Z690 EDGE WIFI Hovedkort,4149.0,,,0,"['LGA', '1700', 'ATX', 'DDR5', '4x', 'M.2', 'Wi-Fi', '6']",komplett.no/img/p/800/1202227.jpg,komplett.no/product/1202227/datautstyr/pc-komponenter/hovedkort/intel-socket/msi-mpg-z690-edge-wifi-hovedkort?productList=notSet&position=211,komplett,hovedkort
