,name,price,age,location,image,link,store,category
36,Forhøyningssokkel til vaskemaskin.,500.0,21. mai 2022,Oppegård,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/21/2/259/212/762_1838218213.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259212762,finn,0.22054_7
37,Miele vaskemaskin pumpe deler,,1. mai 2022,Årnes,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/01/3/256/759/233_234243916.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=256759233,finn,0.22054_7
38,Vaskemaskin HBO,2500.0,20. mai 2022,Oppegård,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/20/2/259/144/222_858577908.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259144222,finn,0.22054_7
39,LG  Twinwasch minivaskemaskin Lst100,5000.0,20. mai 2022,Solbergelva,https://images.finncdn.no/dynamic/480x640c/2021/3/vertical-0/20/9/211/865/479_411180535.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=211865479,finn,0.22054_7
40,Vaskemaskin gis bort,,30. apr. 2022,Vestby,https://images.finncdn.no/dynamic/480x640c/2022/4/vertical-0/30/5/256/668/895_2020925162.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=256668895,finn,0.22054_7
41,Maskin for Yogurt,600.0,30. apr. 2022,Yven,https://images.finncdn.no/dynamic/480x640c/2022/4/vertical-0/30/5/256/579/035_26040970.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=256579035,finn,0.22054_7
42,vaskemaskin,2300.0,29. apr. 2022,Vikersund,https://images.finncdn.no/dynamic/480x640c/2022/4/vertical-0/29/6/256/548/776_387571665.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=256548776,finn,0.22054_7
43,"Slange med aquastop til vaskemaskin (1,5 meter)",200.0,19. mai 2022,Trollåsen,https://images.finncdn.no/dynamic/480x640c/2020/8/vertical-0/23/6/188/982/006_839237459.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=188982006,finn,0.22054_7
44,AEG 7000 DUALSENSE 8KG vaskemaskin og tørketrommel,1000.0,29. apr. 2022,Kongsberg,https://images.finncdn.no/dynamic/480x480c/2022/4/vertical-0/29/2/256/494/292_293995477.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=256494292,finn,0.22054_7
45,AEG Øko Lavamat vaskemaskin,1200.0,19. mai 2022,Drammen,https://images.finncdn.no/dynamic/480x640c/2022/3/vertical-0/19/3/251/899/073_2140210179.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=251899073,finn,0.22054_7
46,Rimelig vaskemaskin,800.0,18. mai 2022,Nesbru,https://images.finncdn.no/dynamic/480x480c/2022/5/vertical-0/18/0/258/933/680_2121973353.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=258933680,finn,0.22054_7
47,vaskemaskin,6000.0,28. apr. 2022,Sandvika,https://images.finncdn.no/dynamic/480x640c/2021/9/vertical-0/17/2/232/225/022_1115330534.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=232225022,finn,0.22054_7
48,Samsung Vaskemaskin WW90J6603AW,2500.0,28. apr. 2022,Gamle Fredrikstad,https://images.finncdn.no/dynamic/480x640c/2022/4/vertical-0/28/7/256/451/427_672989945.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=256451427,finn,0.22054_7
49,Samsung vaskemaskin selges,300.0,28. apr. 2022,Hokksund,https://images.finncdn.no/dynamic/480x640c/2022/2/vertical-0/21/3/249/171/473_155458727.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=249171473,finn,0.22054_7
